1.4	0				
1.8	0				
2	0.1354				
2.2	0.3964				
2.4	0.842				
2.6	1.5464				
2.8	2.6				
2.8029	3.1				
2.8059	3.6				
2.8088	4.1				
2.8118	4.6				
2.8147	5.1				
2.8176	5.6				
2.8206	6.1				
2.8235	6.6				
2.8265	7.1				
2.8294	7.6				
2.8324	8.1				
2.8353	8.6				
2.8382	9.1				
2.8412	9.6				
2.8441	10.1				
2.8471	10.6				
2.85	11.1				
2.8529	11.6				
2.8559	12.1				
2.8588	12.6				
2.8618	13.1				
2.8647	13.6				
2.8676	14.1				
2.8706	14.6				
2.8735	15.1				
2.8765	15.6				
2.8794	16.1				
2.8824	16.6				
2.8853	17.1				
2.8882	17.6				
2.8912	18.1				
2.8941	18.6				
2.8971	19.1				
2.9	19.6				
2.9029	20.1				
2.9059	20.6				
2.9088	21.1				
2.9118	21.6				
2.9147	22.1				
2.9176	22.6				
2.9206	23.1				
2.9235	23.6				
2.9265	24.1				
2.9294	24.6				
2.9324	25.1				
2.9353	25.6				
2.9382	26.1				
2.9412	26.6				
2.9441	27.1				
2.9471	27.6				
2.95	28.1				
2.9529	28.6				
2.9559	29.1				
2.9588	29.6				
2.9618	30.1				
2.9647	30.6				
2.9676	31.1				
2.9706	31.6				
2.9735	32.1				
2.9765	32.6				
2.9794	33.1				
2.9824	33.6				
2.9853	34.1				
2.9882	34.6				
2.9912	35.1				
3	35.6				
3	36.1				
3.0518	36.4833				
3.0022	36.8667				
2.8128	37.25				
2.4351	37.6333				
1.8091	38.0167				
0.86	38.4				
0.3557	38.4081				
-0.1486	38.4162				
-0.653	38.4243				
-1.1573	38.4324				
-1.6616	38.4405				
-2.1659	38.4486				
-2.6703	38.4568				
-3.1746	38.4649				
-3.6789	38.473				
-4.1832	38.4811				
-4.6876	38.4892				
-5.1919	38.4973				
-5.6962	38.5054				
-6.2005	38.5135				
-6.7049	38.5216				
-7.2092	38.5297				
-7.7135	38.5378				
-8.2178	38.5459				
-8.7222	38.5541				
-9.2265	38.5622				
-9.7308	38.5703				
-10.2351	38.5784				
-10.7395	38.5865				
-11.2438	38.5946				
-11.7481	38.6027				
-12.2524	38.6108				
-12.7568	38.6189				
-13.2611	38.627				
-13.7654	38.6351				
-14.2697	38.6432				
-14.7741	38.6514				
-15.2784	38.6595				
-15.7827	38.6676				
-16.287	38.6757				
-16.7914	38.6838				
-17.2957	38.6919				
-17.8	38.7				
-18.225	38.2673				
-18.65	37.6614				
-19.075	36.8748				
-19.5	35.9				
-19.5	35.9				
-19.5	35.3968				
-19.5	34.8935				
-19.5	34.3903				
-19.5	33.8871				
-19.5	33.3839				
-19.5	32.8806				
-19.5	32.3774				
-19.5	31.8742				
-19.5	31.371				
-19.5	30.8677				
-19.5	30.3645				
-19.5	29.8613				
-19.5	29.3581				
-19.5	28.8548				
-19.5	28.3516				
-19.5	27.8484				
-19.5	27.3452				
-19.5	26.8419				
-19.5	26.3387				
-19.5	25.8355				
-19.5	25.3323				
-19.5	24.829				
-19.5	24.3258				
-19.5	23.8226				
-19.5	23.3194				
-19.5	22.8161				
-19.5	22.3129				
-19.5	21.8097				
-19.5	21.3065				
-19.5	20.8032				
-18.7	20.2597				
-17.9	19.6				
-17.15	18.838				
-16.4	18				
-16.4	19.6000				
-16.4	18.9000				
-16.4	18.2000				
-16.4	17.5000				
-16.4	16.8000				
-16.4	16.1000				
-16.4	15.4000				
-16.4	14.7000				
-16.4	14.0000				
-16.4	13.3000				
-16.4	12.6				
-16.0583	12.225				
-15.7167	11.85				
-15.375	11.475				
-15.0333	11.1				
-14.6917	10.725				
-14.35	10.35				
-14.0083	9.975				
-13.6667	9.6				
-13.325	9.225				
-12.9833	8.85				
-12.6417	8.475				
-12.3	8.1				
-11.9583	7.725				
-11.6167	7.35				
-11.275	6.975				
-10.9333	6.6				
-10.5917	6.225				
-10.25	5.85				
-9.9083	5.475				
-9.5667	5.1				
-9.225	4.725				
-8.8833	4.35				
-8.5417	3.975				
-8.2	3.6				
-7.8	2.5397				
-7.4	1.64				
-6.6	0.8724				
-5.8	0.34				
-5.2933	0.3173				
-4.7867	0.2947				
-4.28	0.272				
-3.7733	0.2493				
-3.2667	0.2267				
-2.76	0.204				
-2.2533	0.1813				
-1.7467	0.1587				
-1.24	0.136				
-0.7333	0.1133				
-0.2267	0.0907				
0.28	0.068				
0.7867	0.0453				
1.2933	0.0227				
1.8	0				