1.4	0
1.8	0
2	0.1354
2.2	0.3964
2.4	0.842
2.6	1.5464
2.8	2.6
2.8	2.6
2.8046	3.0986
2.8091	3.5971
2.8137	4.0957
2.8183	4.5943
2.8229	5.0929
2.8274	5.5914
2.832	6.09
2.8366	6.5886
2.8411	7.0871
2.8457	7.5857
2.8503	8.0843
2.8549	8.5829
2.8594	9.0814
2.864	9.58
2.8686	10.0786
2.8731	10.5771
2.8777	11.0757
2.8823	11.5743
2.8869	12.0729
2.8914	12.5714
2.896	13.07
2.9006	13.5686
2.9051	14.0671
2.9097	14.5657
2.9143	15.0643
2.9189	15.5629
2.9234	16.0614
2.928	16.56
2.9326	17.0586
2.9371	17.5571
2.9417	18.0557
2.9463	18.5543
2.9509	19.0529
2.9554	19.5514
2.96	20.05
2.9646	20.5486
2.9691	21.0471
2.9737	21.5457
2.9783	22.0443
2.9829	22.5429
2.9874	23.0414
2.992	23.54
2.9966	24.0386
3.0011	24.5371
3.0057	25.0357
3.0103	25.5343
3.0149	26.0329
3.0194	26.5314
3.024	27.03
3.0286	27.5286
3.0331	28.0271
3.0377	28.5257
3.0423	29.0243
3.0469	29.5229
3.0514	30.0214
3.056	30.52
3.0606	31.0186
3.0651	31.5171
3.0697	32.0157
3.0743	32.5143
3.0789	33.0129
3.0834	33.5114
3.088	34.01
3.0926	34.5086
3.0971	35.0071
3.1017	35.5057
3.1063	36.0043
3.1109	36.5029
3.1154	37.0014
3.12	37.5
3.0788	37.7
2.9416	37.9
2.68	38.1
2.2594	38.3
1.638	38.5
0.7651	38.7
-0.42	38.9
-0.9222	38.8944
-1.4244	38.8889
-1.9267	38.8833
-2.4289	38.8778
-2.9311	38.8722
-3.4333	38.8667
-3.9356	38.8611
-4.4378	38.8556
-4.94	38.85
-5.4422	38.8444
-5.9444	38.8389
-6.4467	38.8333
-6.9489	38.8278
-7.4511	38.8222
-7.9533	38.8167
-8.4556	38.8111
-8.9578	38.8056
-9.46	38.8
-9.9622	38.7944
-10.4644	38.7889
-10.9667	38.7833
-11.4689	38.7778
-11.9711	38.7722
-12.4733	38.7667
-12.9756	38.7611
-13.4778	38.7556
-13.98	38.75
-14.4822	38.7444
-14.9844	38.7389
-15.4867	38.7333
-15.9889	38.7278
-16.4911	38.7222
-16.9933	38.7167
-17.4956	38.7111
-17.9978	38.7056
-18.5	38.7
-18.7143	38.5683
-18.9286	38.318
-19.1429	37.9413
-19.3571	37.4297
-19.5714	36.7749
-19.7857	35.968
-20	35
